machine_id,Coolant_level,Electrical_supply_voltage,Electrical_supply_current,Compressed_air_flow_rate,Compressed_air_pressure,Compressed_air_temperature,Through_spindle_coolant_pressure,Through_spindle_coolant_flow,Flood_coolant_flow,Coolant_temperature,Coolant_Acidity,Spindle_speed,Servo_motor_vibration,Servo_motor_torque,Coolant_dilution,Ballscrew_strain,Process_sound_monitoring,Spindle_vibration,Target_1
efcf6d2c-627b-4037-93c0-f3a5f31b7bc4,263,179.8,98.9,83.8,40.9,86.9,1226.6,503.6,506.9,39.4,11.4,27431,34,146.9,8.8,62,39.4,26.4,2
aa9d66c3-be1f-47c1-8923-bad0571b53a9,118,109.9,60.7,74.6,8.5,29.2,996.1,111.3,522.2,12.8,3.3,44864.5,45.1,3.4,82.6,16,15.1,17.4,1
532b307c-ac0f-4c44-91d1-cad31a83addc,55,340.3,50.8,55.2,37.6,85.7,1108.5,329.9,665.9,64.6,4.5,39769.8,20.8,171.5,192.6,31.4,138.5,5.2,2
757cd666-11b6-44a6-bde8-5a8eb1c4def2,263,104.4,14.9,145.6,0.9,60,1202.4,33.5,396.7,67.3,8.5,30237.9,1.3,65,125.6,52.8,6.3,31.9,1
6469ab09-081d-4b38-beab-8b10b015aefb,44,210.1,19.7,58,45.5,7.5,920.6,17.5,491.9,46,7.8,38812.6,16.6,25.6,43.4,94,49,24.3,1
bedc3978-0c79-4bd0-832e-230cacd9dd67,217,150.1,110.4,40,0.3,72.3,614.2,214.1,375.1,49.8,13.7,5194.4,38.3,187.3,36.8,40.8,144.5,5.2,1
977aa242-21fc-4e7b-a42f-109efd14b172,58,226.8,58.4,137.6,5.8,94.1,1487.4,164.3,559.8,79.2,10.8,12185.2,10.2,49.2,90.5,2,54.9,22.9,1
c674a4f7-5482-45b2-a646-d89e5890c645,136,219.5,82.8,122.3,10.3,17.3,995.2,678.8,566.9,58.1,7.6,17069.2,22.9,119.3,48,21.4,139.2,3.3,1
f2b8cf26-69b0-4811-bf44-4e5fba1e8627,299,293.2,74.2,121.7,49.2,73.8,766.7,247.1,116.3,95.1,11.4,11413.3,10.3,26.6,125.2,2.4,110.6,41.7,1
e2a3d9e7-317b-4014-9957-196a70770c60,257,109.9,91.6,123.4,4.9,48.2,1100.2,153.7,278.7,99,0.3,12353.7,18.5,15.5,111.8,71.8,39.4,11.6,1
967846f7-205e-43f2-a37f-26cc6092f4f4,151,343.4,132.7,41.9,8.5,7.1,228.9,449.2,501.1,45.3,1.6,12656.4,2.1,4.8,162.2,74.7,166.9,25,1
1a885e97-e56d-44fc-8cdd-ca9cb10fcf18,36,306,6.6,33.8,3.4,64.3,1281.4,557.5,130.5,85.1,8.3,9771,1.3,114.8,186.8,90,15.2,1.5,1
76dc4858-a781-44bb-9e7d-defb8a1bb907,140,111.8,63.9,116.5,9.3,72.3,1269.9,636,204.2,14.9,3.9,22126.8,44.9,81.9,115.6,97.6,157.7,33.9,2
60b2d5c5-f678-4968-a0e8-8bbeb403f01a,225,204.8,48.7,121.4,24.5,5.2,508.7,656.7,377,24.6,3.3,41344,16.9,150.8,110.3,99.4,87.5,38.7,1
4096ceab-4e43-4ffd-920c-e09575267de7,106,222.2,95.2,112.3,20.7,19.2,874,328,514.3,32,2.3,3674.8,21.6,173.1,52.2,24.9,90.6,39.2,1
5e0a2aa2-5f2f-4bab-b1e4-206ccc209ca7,262,265.6,7.4,93.9,32.6,92.5,639.4,530.6,61,36.8,4.7,32787.3,39.2,79,102.4,25.4,2.3,8.2,2
381196d7-6f08-451c-9d62-d4d98b867937,143,266,108.2,117.3,46.3,69.1,1426.4,313.1,245.5,22.5,9.2,37577.6,20.1,139.1,151.7,71.9,97.2,38.9,2
7b25bcad-e4ea-47b8-b9ac-8fb1fa35bfe2,77,290.4,78.7,33,36.6,23.3,1246.6,572.8,644.1,88.5,5.2,7922.1,38.7,99.6,160.6,2.1,45.6,24.3,2
c2e8f72a-10d2-4e4d-b15e-02e06e67a636,272,182.4,156.9,120.5,44.3,2.7,428.2,30.9,207.4,49.9,3.5,21274.7,22.9,34,155.6,57.4,124.6,39.1,2
8eae31b4-ad5a-4ef7-8b7b-ce6094d468d9,37,164.6,146.2,38.6,14.4,43.4,1208.1,529.9,313.4,95.3,12.4,16149.8,38.4,132.7,56.8,51,59.6,49.9,2
0270fe8c-26e9-4757-a146-59d9176ae3bc,26,264.7,138.1,59.8,23.4,70.7,386.7,408.8,88.1,71.3,11.3,42990.6,21.6,146.3,144.1,39,133.7,38,2
d15db9aa-08ac-4f62-b1e6-da75b2c95e89,78,318.6,13.9,95.1,1.5,27.5,44.4,260,338.2,65.2,6.3,26980.1,2.9,197.1,75.2,53.8,77.7,22.3,1
c06b5982-7aa4-4994-94a8-dc7c98954fec,83,206.7,151.2,64,11.6,23.9,909.7,601.1,443.7,20.9,12.5,39336.3,3.8,28.6,58.9,43.4,57.4,31.8,1
3446f799-c5ea-47a4-af2a-b59e802a9e67,284,227.6,39.3,46.4,35.2,13.2,312.1,594.8,225.5,84.7,6.6,15961.9,23.3,167.6,169,45.5,50.6,3.7,1
17f15b3d-7371-4d45-a18a-cf94e4ebc99c,56,153,69.2,106,38.5,61.9,521.4,386.7,443,51.4,13.8,23948.9,30.5,151.7,13.5,38.3,47.5,9.3,1
268a0967-e04d-4aa8-ad65-34b1cca5f239,122,164.4,74.9,34.5,29.8,28.6,708.2,326.3,690.7,85.1,12.8,41029.5,29.9,140.5,146.6,92.1,19.9,38.5,2
8947f522-32e8-483d-87d5-527c42169da3,183,149.4,88.8,69.2,40.9,51.5,293.7,516.8,531.4,88.6,3,43055.6,1.8,88.8,69.1,2.3,9.5,11.9,2
3018258a-403b-4321-9c74-01874915d511,91,291.3,18.1,87.4,20.2,98.4,770.7,233.2,473.9,33.7,4.4,20585.4,27.7,172.4,17.5,60.9,1.4,37.6,1
8fcea0e6-8a91-4f42-a3e2-0f237d0a5d1d,276,264.9,117.4,27,21,27.8,617.8,94,294.2,40.1,10.9,18033.9,22,94.7,119.6,14.4,15.5,34.5,1
04f2f6f7-3463-4f18-aa55-07c788308356,155,255,97.9,87.8,19.8,78.4,80.9,114.9,157.5,16.3,6.7,31062.7,6.8,127.7,118.2,36.2,59.4,15.9,1
467f92fe-52a2-445c-a61d-09bb21788fcf,5,296.8,56.4,111.5,25.4,17,1278.1,137.5,557.8,40.6,3.9,37564.4,34.5,196.9,169,41.5,144.6,39,2
aada6ea7-8b0b-4709-aa3e-bbcd37d443e5,275,171.4,5.1,133.2,43.4,38.6,1471.7,3.4,692.5,71.8,5,36885.5,46.4,179.6,42.1,30.9,142,31,2
f5328517-3413-4991-bd1a-e7bc270a9e13,239,291.7,122.9,141.9,4.6,95.6,1430.9,319.6,673.3,69.1,2.5,18199.3,24.4,9.6,36.7,31.6,83,28.7,2
5cf79c7d-6e97-4368-8b80-b197765351fe,141,210.4,109.9,98.6,25.1,30.7,929.1,138.9,669.5,46.8,3.8,42349.5,17.5,199.6,157.6,57.7,92.9,19.3,2
a8bfce79-5406-4a83-b4f8-23d648e9d02c,1,180,20,42.1,32.5,61.8,689.5,492.2,51.8,45.8,11,18042.2,22.8,33,5.6,12.5,76.6,31.9,1
06d882b0-87d6-4b3a-b0f0-382ad449b49f,145,220.4,7.4,105.1,32.3,1.6,6.2,158,275.8,18.1,13.6,37233,33.6,88.5,133.3,44.9,23.9,28.3,1
b53e3f0e-99b1-4541-be8e-217e224cc4ac,33,104.7,56.5,123.6,35.1,24.3,933.6,694.8,530.8,92.6,4.3,44235.8,12.3,47.3,95.7,50.7,177.9,19.4,2
a3499dc8-3c14-4c8a-ae8c-813e0e70e9ac,76,199.7,6,35.4,13,54.8,115.9,111.4,643.4,18.9,8.7,23495,35.9,168.2,125.6,99.9,33,31.9,1
a9d650e8-ac0d-4898-82ea-9352bf85c010,98,290.9,26.1,139.6,29.6,34.6,93.3,698.5,557,95.1,3.6,40.5,37.2,189.2,150.8,54.2,142.8,49.9,2
78e374c1-82f5-4619-928f-db962edd9e91,37,213.7,99.6,37.4,37.2,83,960.5,94.1,541.4,93.6,3.8,5120.2,25.1,110.3,80.1,42.3,134,39.5,2
bb8262c3-b790-4e6a-8887-ab211b959224,35,278.7,92.2,55.5,6.9,95,650.1,426.4,672.3,18,10.1,7739.8,7.3,41.9,42.2,21.4,53.5,7.4,1
e1b2fe0c-1d80-45cf-90a3-8bb27d65ab89,258,214.9,75.4,5,31.9,32.3,1497.8,294.3,343.3,12.9,6,40636.5,11.4,68,110.6,10,80.2,29.4,1
0a9e9adb-4967-477c-aaa8-d83793eb94dc,229,171.7,67.4,84.2,4.3,89.9,1019.8,199.8,232.3,69,2.3,17322.6,36.7,91.5,12.6,80.2,138.2,26.7,2
0d7e169c-bc84-416b-b96e-eeba650dc247,61,265.8,84.6,147.5,36.1,78.2,590,492.1,259.1,30.3,0.3,38997.3,44.3,175.7,8.3,5.8,4.4,45.7,1
f7e7aa44-9b0c-494b-b047-58a49cc890c0,1,125,151.7,120.5,10.2,94.4,1082.9,282.2,376.5,49.7,8.1,27682.7,24.9,83,24.3,38.6,160.1,8.2,2
58eef49f-0b1f-4259-a466-3d30a80d8252,97,147.5,116.9,120.7,41.9,4.3,742.5,375.9,606.3,77.3,9.9,41102.9,31.9,45.9,166.6,61.7,84.2,13.1,2
4efe7445-c91d-41d1-a68e-5c7440099489,232,135.9,99.2,55.8,16.8,74.1,67.3,216,114.6,25,8.5,39260.5,27.8,96.3,68.6,97.7,9.4,5.5,1
e96df9ff-d59f-44cc-a7f4-859c0f61d827,41,311.8,142.9,133,7.5,55.2,742.1,604.3,273.2,87.3,6.3,43080.9,25.7,100.3,162.7,87.7,89,27,2
94c984a1-33ed-4ecc-9633-c4024e8202a7,256,179,148.1,4.1,12.3,50.8,55.1,559.3,172.2,17.8,0.8,19246.3,4.7,98.1,111.7,2.2,107.4,36.5,2
f503b564-cdd6-4eb5-b7d5-2a20a7e95c59,185,346.6,64.2,19.5,19.7,16.8,265.6,24.9,624.1,24,11.1,22355,11.9,76.9,43,21.6,59.8,19.1,1
95cfafcc-23b3-445a-a3ce-d2ff50d21c36,151,100.4,54.9,38.9,41.9,81.8,536.8,150.9,312.3,50.6,10.8,33341.6,3.1,55.2,143.1,52.3,34.5,21.3,1
f6fe1743-5f9e-4e7c-8324-6ec625bc2fa5,271,255.7,70.2,81.6,23.8,56.1,368.6,434.5,341.5,47.3,4.6,31273.7,19.2,19.9,176.1,42.4,87.8,26.9,2
cc4630be-0fd3-4a28-b2d5-cb43fc0b9a7b,43,343.2,116.7,122.5,35.5,42.7,1465.2,87.2,86.5,85.9,4.9,14352.1,34.8,65.2,54.2,88.5,85.4,26.7,2
667d2a43-2789-4061-a722-dd75ddaff996,245,239.1,82.9,125.8,15.4,62.6,1220.8,662.9,494.5,51.6,3.6,29247.7,19.1,102,125.2,53,120.7,33.2,2
617c9442-edde-4675-a4ab-6281dd66b962,68,287.3,3.2,123,43.3,35.2,314.5,390.7,685.8,45.2,8.3,18777.5,25.9,1.7,74.1,83,161.2,20.4,1
0aa69fec-f333-4f91-a2e1-c2e5e62e5843,68,323,73.5,17.2,29.8,42.2,1153,277.3,634.9,50.4,9.3,42901.6,36.4,34.3,173.2,85,11.8,28.7,2
65f4bd18-c5c8-4bd2-aeb6-1f774a656681,95,119.3,73.1,130.9,46.9,73.6,1083.2,104.3,405.2,37.5,8.5,38177.7,13.7,189.3,99.6,34.9,146.5,10.3,1
7d512386-dd08-4564-bb82-8c7db5400d08,124,221.1,121.2,55.1,8,56.5,314.5,472.3,571,8.9,12.2,29553.9,12.3,197.7,170.2,19.8,13,3,1
b337da1d-2d18-4a4d-8695-840c69866c6e,64,144.2,45.6,82.2,37.3,63.3,236.6,629.6,412.7,59.1,3.3,21702.7,11.5,160,174.4,6.4,48.6,42.3,1
6b79373e-81d6-47fc-99b8-42687d82f367,99,291.7,138.7,96.3,7.3,40.2,954.3,617.7,406.2,73,11.8,776.3,29.7,5.7,7.3,10.6,25.4,24.1,1
00126023-a3c7-475f-b90a-1cd4ab34a715,5,347.1,13.6,137.8,11.6,8.9,1180.9,50.9,436.4,74.3,9.9,20928.2,33,96.7,15.5,55.5,167.9,17.7,2
f71ae23e-afe2-4f4d-b17c-1ee04348dbed,207,348.2,36,32.8,26.1,83.8,732.9,254.6,490.7,91.1,10.9,38980,3.3,120,31.8,51.4,69.6,43.1,1
d2440433-affd-4992-a20a-2fe96b70d6a7,43,121.6,116.1,44.6,26.8,34.4,1372.9,626.7,641.4,24.4,11.3,33300.3,29.5,36.5,18.4,70.3,73.7,10,2
4f64ef92-48cd-4454-8182-8e7535550d12,154,253.6,142.2,46,9.8,20.5,949.2,201.2,135.3,9.7,9.4,19345.2,31.7,131.8,8.5,40,55.9,44.5,1
23d0ce1a-4023-4bc2-8a47-8a2efb15ba1e,183,121.4,59.2,22,38.1,76.9,225.5,8,517.1,76,0.3,32731,12.7,78.9,22.1,6.4,63.4,31.9,1
1f5ae6f8-94d1-4603-bf2f-92787bc01ba1,197,159,7.6,36.4,20.8,99.5,1153.9,545.9,538.6,95.6,0.7,7161.6,10.2,97.9,161.8,86,167.2,28,2
18a523cc-5c38-470c-8817-0bdd4cf878bd,163,132.8,115.4,120.5,2.5,87.3,1011.6,582.4,504.2,49.8,2.3,1193.5,17.7,65,29.7,25.9,164.6,47.2,2
f2518299-b39d-403c-8ec2-2054f77a883b,95,187.2,82.5,58.3,47.4,86.5,791.5,541.6,625.1,54.8,3.3,4339.6,8.7,38.3,152.4,83.1,159.3,28.6,2
ab345fe2-0fda-4c22-847b-e9ba692da4e1,261,313.8,99.4,91,24.2,13.9,25.6,581.5,582.3,36.3,0.7,42184.7,33.4,176.8,43.3,53,92.7,38.2,2
bd662cf4-4673-4502-9d26-105f1096ae02,243,176.9,152.4,79.3,30.8,81.7,295.4,95.2,419.2,80.7,1.6,7805.9,42.1,66.4,127.7,15.2,69.2,32.6,2
acd1758c-8141-407a-be4f-fb2d1f0ff6d0,288,194.9,107.9,45,38.1,56.2,440.5,697,417,46.5,6.2,4966.2,12,88.4,2.1,36.4,50.5,32.8,1
1025e8a2-9e30-4e93-85e4-77c66fb6c7af,24,316.1,7.8,134.5,39.3,65.1,673,519.4,210.4,48.1,2.6,12154.5,11.2,95.6,79.8,54.5,35.6,8.7,1
64b2e6c7-8723-4a28-a638-d03cca3078fa,222,336.2,2.4,50.7,34.8,60,391.9,1.9,134.3,37.2,6.4,10951.6,32.8,187.5,54,82.7,145.2,8.1,1
0238170c-5eee-44c3-bada-1814f8d77665,157,178.1,121.2,5.2,45.2,47.3,1494.5,359,358.3,36.7,10.5,13472.3,28.8,35.9,47.6,54.8,64.1,12.3,1
85bece3d-50f9-4d17-a7f8-c8191c9f885e,248,266.7,19.3,21.9,0.7,37.9,503.4,691,520.7,10.1,6.8,23287.7,48.2,57.3,26.9,63.7,143.8,13.3,1
f54e2444-5adc-481e-a86c-d1c9d0d8ab69,147,272,58.5,23.1,35.5,49.9,1294.5,96.5,262.3,44,4.5,33273,22,73.4,131.7,58.4,39.4,9.9,1
8ab05191-54f3-43fd-a409-20a642f9e821,47,295,57.8,50.6,44.4,76.2,1452.2,295.8,328.9,22,5.4,8278.6,10.8,3.7,34.7,75.6,107.5,40.6,1
aa17fa99-e294-4fd4-ad97-00969c60dd13,202,243,33.1,117.7,18.2,82,409.8,555.9,444.4,30.4,5.4,27601.5,41.2,174,184.1,12.8,75.9,37.1,1
4731b88c-016b-47e2-ac28-733da48bec6a,226,172.1,38.3,42.1,46.3,45.6,1209.6,128,540.9,16.5,6.5,569.5,21.8,37.2,158.3,24.5,28.5,43.1,1
af9cefaf-6c98-4150-9dba-58a50ed196f5,119,287.2,119.9,70.6,46.9,10.9,766.1,538.2,480.1,28.2,5.4,31122.7,10.2,125.6,122.5,13.5,21.5,42.4,1
36cbb6f2-441f-47bf-b42d-aec6a205d111,206,346.3,65.7,10.8,27.3,60.3,1312.8,91.5,211,1.4,2.7,34750.3,42.4,199.7,124.6,15.2,88.7,43.9,2
99a7f0d8-9fc0-483c-b3d6-b6eae3c983b8,188,328.7,155.6,36.7,2.2,91.5,373,533,496.8,52.6,8.8,11652.6,40.8,37.4,34.4,94.1,148.4,34.5,1
ad7ac21a-5f72-4ed8-b098-353fa731758c,57,197.6,124.1,93.9,25.7,57.2,65,511.9,658,69.2,12.2,44994.7,11.1,167,64.1,39.2,1,19.6,2
190d7bf7-4409-4c9c-a25d-799f3defd5eb,214,191.2,14.4,131.2,44.6,99,1180.9,504.3,203.6,10,0.5,17867.8,29.7,108.1,91.6,87.6,164,25.9,2
12541e41-1dc4-438a-adb9-fa6993b54aaf,272,161.5,8.3,130.5,45.3,21.5,664.5,523,444.7,21.9,3,31392.5,38,119.6,114.1,9.1,131.1,27.2,2
6486f2d6-57e8-413f-9a94-fe7617ca1072,27,227.9,78.3,103.2,36.2,91.1,934.4,295.1,94.9,40.2,0.6,34234,30.3,186.4,188.2,87.3,120.7,13.2,2
b6157a51-e466-4ef8-957e-5763b9ee8aad,263,309.8,148.9,41.2,12.6,81.2,238.5,471.5,91,75.6,12.1,4150.2,48.4,19,100.3,56.8,154.6,34.1,2
30fee4b2-9f6a-41c7-9cc7-606c0b02db2e,250,147,26.7,132.6,14.7,66.2,1495.5,72,521.2,0.2,5.5,3136.2,11.3,191.2,188.2,95.2,159.9,15.9,2
0570e5d6-1684-4f82-9280-9d6fb18aac07,63,301.7,4.6,16,27.6,73.4,130.9,63,412.1,91.4,5.4,7343.7,12.9,47.1,62.4,63.2,116.7,16.7,1
2273993c-4a66-40c5-b77d-b1eda48ff631,11,110.6,12.7,138.3,19.2,37.8,335.2,475.8,681.2,49.3,13.9,20262.8,7.8,85,79.5,11.6,53.2,16.3,1
888baf38-155d-4cef-8640-436ede2528aa,205,193.5,131.8,49.6,27.8,75.3,1495.8,251.1,10.6,39.2,10.6,18383.5,39.9,56.1,175.5,25.2,178.5,27.4,2
8c7855be-e17f-427c-9e19-2fa3f6b01bef,92,296.7,38.7,84.5,17.1,7,1058.7,371.9,20.1,16.2,11.6,44192.5,46.4,184.2,55.1,18.7,15.3,18.4,1
3918d57d-0286-406a-8a28-42bc323c9eaf,49,222.3,74.7,77.8,22.7,26.5,1177.6,208.2,291.7,47,13.5,44470.7,16.1,101.4,178,66.6,87.8,37.3,2
d307707c-ff1a-4b19-8c2e-02577df14958,69,229.2,5.5,8.8,9.1,71.9,292.3,109,197.5,6.8,0.8,14138.2,44.6,160.3,24.7,74,117.5,39.3,1
1e0fd750-be03-4b9e-ba69-1bf3f4e06752,103,167.7,50.6,103.6,19.4,87.2,1383.7,445.1,508.4,7,12.1,12440.8,45.6,159.9,170.7,46.7,179.1,27,2
39022d07-a5f7-4080-8f8e-c97ad271a7c8,194,222.8,45.2,114.9,14.8,12.7,2.5,182.5,631.5,58.3,8.2,3305.1,43.5,124,49.5,23.2,43,21.2,1
77d11c88-02ad-4625-9248-b84b1bd93ffa,235,161.7,32.7,136.6,3,29.9,331.8,307.5,230.3,33.6,10.2,37345.1,29.1,69,143.3,52.7,6.7,36.2,1
b104cee4-c65b-4e6b-aac8-3cee6e77180e,124,159.4,90.7,127.9,24.4,8.5,615.7,625.1,259.7,43.7,7.3,21044.9,6.9,171.7,10.6,10.5,15.6,5.1,1
3ff442fa-b495-458c-a20c-31cfaeb03a7f,59,227.9,122.1,77,14.3,16.7,101.9,467.7,395.2,21,9.8,9218.9,24.7,168.6,5,69.3,125.9,12.4,1
6d2e4d80-2fef-4dbf-9732-cbeedc05c4b7,147,134.8,126,116,0.5,23.1,1140.2,545.8,48.8,89.5,3.3,21640.7,41.4,161.7,181.4,98.1,50.9,18.3,2
20a9c898-995c-45a2-8323-d4df71a0f3f1,25,307.3,94.6,58.9,38.5,81.6,293,119.6,8.9,91.9,10.4,20043.6,12.7,127.4,128.7,68.6,173.8,40.3,2
df46ca79-5bf1-45b0-af94-c3135fc464fd,33,326.3,21.7,20.5,7.6,76.1,1329.7,395.1,401.2,38.9,6.2,36415.2,6.4,58.7,157.4,39.9,61.6,41.8,1
fd3ca87b-07d1-47ec-b1b1-27dd367ea996,133,183.3,60,30.1,14.8,1.9,702,340.6,570.5,26.5,8.1,8901.2,36.4,142.1,180,18.1,3.7,30.1,1
bf756d79-b726-4d95-9862-8969b207b661,39,224.8,58.4,42.8,14.3,16.2,1245.9,131.6,151.4,29,5.6,11367.5,16.7,118.5,143.4,81,34.9,14.7,1
90553c19-989c-4b40-86ac-97490d51d333,54,222.1,52.3,108.1,27.2,43.7,52.3,43.7,564.6,90.6,6.7,24470.2,27.4,9.2,179,62.2,49.6,46.4,1
76ef2ccc-af7e-4df3-9779-be8019dde5e7,9,201,27.1,122.3,6.6,15.1,702.3,401,30,7.3,13.1,34341.8,39.8,151.9,104.1,30,6.8,11.3,1
077c9a85-d66d-405f-9933-401e97e44aee,275,206.9,125,88.2,43.1,98.5,1441.9,440.3,581.2,56.4,0.1,41546.9,38.5,69.4,88.6,94.9,44.8,49.8,2
78984b98-874b-4148-813c-71db4c92c6cb,49,176.4,141.5,88.8,13.2,19.9,105.2,255,496.6,97.1,0.3,2690.9,4.8,107,168.1,78.9,91.1,20.5,2
5b2ff13b-7fc4-46c8-b85a-38703ddf599b,39,140.2,120.8,138.3,41.7,18.5,987.6,324.2,510.8,95.4,2,34834.2,44.6,79.8,118.1,28.4,4,12.2,2
c272a17e-f234-4a3f-9633-3b21080c64b9,5,231.9,135.5,144.2,19.1,83.1,498.5,382.1,184.2,91.1,1.2,23372.4,41,149,128.8,97.1,73.1,28,2
33bcf7d3-c8ef-40ea-a5c2-665d3c34e745,266,152.8,15.8,84.7,2.1,50.1,1218.6,439.1,354.2,25.2,5.3,5235.5,22,29.4,79.7,44,102.6,35.8,1
e298ce21-4372-4111-9e6f-82b7fd0d1e4b,40,224.8,138.5,87.8,29.2,89.2,1374.6,119.2,565.6,37.6,2.6,34495.5,5.6,123.8,184.1,52.6,83.9,3.3,2
5bdf5175-a4f8-4ac8-8b16-b5ccb31d0799,215,196.2,88,9,35.9,16.3,153.6,351.3,443.8,71.3,10.2,42726.7,8.2,188.5,196.2,5.9,153.9,28.1,1
e7b1f6db-4545-4ecf-9c5e-a6f620d79b81,99,110.1,107.1,40.8,16.4,67.6,1098.3,55,278.2,53.1,12,42223.1,40,10.4,33.5,11,7.2,20.4,1
6a086667-a239-49ad-afbf-1a80e643578d,55,143.3,88.7,135,25.6,37.4,839.7,348.4,177.2,86.7,6.3,28819.1,15.1,175.2,0.7,85.3,8.2,22,1
93131004-9f9f-4ea6-98bb-97506475a945,47,280.2,1.1,75.5,19.9,76.9,676.3,234.1,575.8,43.1,9.1,18972.5,14.3,25.5,15.6,66.8,38.9,19.6,1
77610a12-280c-4128-907e-cd0d522b3fd2,243,288.4,40.9,73.7,5.2,5.2,960.5,657.6,581.2,17.5,2,43841.4,23.4,92.1,142.8,94.7,150.7,19.7,2
8308b9a7-2c9c-452f-812b-0289388712fa,233,239.7,133.1,48.4,28.1,75.5,1179.2,158.7,208.4,55.7,6.5,127,23.6,198,8.5,4.2,36.3,30.5,1
75af5cd5-a173-4ffd-8b01-264ff983ed69,266,345.3,94.5,14.1,5,13.3,937.8,602.8,476.2,60.4,9.2,30482.3,48,42.8,169.2,52,147.8,31.5,2
bce0bbcc-c57f-4869-a695-816ba7f0316b,221,346.2,21.1,129.9,48.4,72.8,322.4,345.4,269,17.8,10.1,41442.9,12.3,84.8,89.6,33.3,59.7,23.4,1
1caeb454-35a6-4ec9-b158-6c2d1c812603,261,317.8,100.8,118.1,42.2,84.8,643.2,618.9,693.3,52.1,13.4,130,2.5,194.7,77.1,31.7,61.6,5.8,1
2793a9e5-8346-46bf-b446-786ab909cd99,59,189.4,88.8,22.1,15.6,10.2,585.7,399.5,327.1,0.1,1.7,43342.4,7.9,179.2,182.6,21.3,2.1,6,1
d1fee03d-8d29-4a6c-9326-b2044b52c397,298,275.6,22,135,36.8,80.3,1364.3,440.6,567.1,6.4,13,44836.6,7.5,15,52.4,17,115.7,2.6,1
1e0ab1cc-a84c-4066-a8b1-b025f93de183,163,221.6,52.7,65.8,0.7,43.1,135.7,421.3,608,92.6,10.8,26054,15.5,125.6,38.5,70.7,147.1,15.9,1
86ea46e2-bcc2-4458-a077-d317039c28c0,12,289.2,40.1,116.4,23.5,61.8,460.6,251.3,195.7,45.1,8.7,8382.5,3,93,54.9,94.5,4.5,45,1
a0e12af0-98cd-4c2b-aef1-cd12fa3d2b87,235,337.3,90.1,120.5,44.3,81.5,416.9,428,376.4,87.8,3,26298.3,27.2,180.3,92.8,36.3,35.8,27.6,2
726e04fc-5287-4693-81d8-7c4e2420504f,130,322.9,0.4,37.2,8.2,55.2,235.9,291.2,643.1,12.3,4.5,41578.9,6.1,57.8,9.9,15.4,132.1,25.6,1
2d83de47-568a-4a85-9f44-8db47f9dc3fa,275,340.6,148,106.8,19.5,0.2,219.6,428.4,169.5,51.9,11.3,921.3,1.6,34.4,175,69.1,158,29.8,1
deb5ec48-b659-4d08-a799-6bd8c189c896,223,233.2,18.1,87.4,38.5,60.2,47,146.6,9.4,93.3,10.4,11226.8,38.5,174.6,4.3,16.6,145.9,30.1,1
35b786bd-6dbc-4785-8c49-994580ea30bf,188,137.3,120.8,35.2,29.9,0.8,804.8,604.2,344.1,14.4,3.3,39795.6,43.6,106.2,185.5,59.2,159.6,11.3,2
d75d8037-7664-4548-b735-a1d8a66f92e9,14,301.7,135.6,84.9,13.8,92.6,1063.1,218.6,156.4,30.7,12.7,1901.9,2.3,84.8,185.6,24,118.1,9.7,1
a1737e73-a654-402a-8c09-3bfc567761cf,92,210.7,119.7,132.4,0.5,67.6,674.6,462.8,242.5,90.7,6.4,3675.3,3.8,81.5,111.6,85.3,172,13.2,1
16b6149a-d78d-42c2-ae0e-dc2af17d4159,39,296.3,123.9,97.9,45.2,18.7,538.3,268,70.4,96.5,3.8,25519.5,26.7,157.4,68.5,96.3,127.4,46.4,2
91ee1ef7-e484-42e9-a797-8710e76e1f98,35,102.8,96.8,81.3,15.2,60.8,1449.3,181.7,190,86,1.3,17577.9,15.4,122.2,168.4,25.5,16.5,5.6,2
8709794c-70d6-4dea-92d5-972d26499ef4,58,287.8,123.6,69.7,38.4,75.1,1130.3,301.7,615.4,2.9,10.2,33656.4,27,57.3,58.9,49.9,111.1,2.2,2
616e452d-1705-439b-8c8a-5d511dcc4380,17,323.6,51.5,108.8,10.8,59.2,1286.2,14.5,657.8,86.3,10.2,32847.2,35.1,31.5,69.1,74.3,114,8.7,2
14070bab-87a2-42bb-ace7-8476852dd900,14,264.4,12.7,23.3,22.4,12.5,884.3,484.3,311.7,58,13.2,21359.2,42.6,168.8,76.9,10.1,78.3,17.3,1
0a2df36d-64a6-4721-a290-84b04b547fbb,127,230.8,23.6,85.1,3.8,0.1,613.9,424.2,49.6,10.4,5.8,33832,20.9,91.9,119.3,91,165.1,38.1,1
7ef5509d-a74d-441b-8ef9-dbae372bfbcf,93,144.7,24.7,12.7,33.3,80.7,1466.2,350.1,388.1,95,9.1,2734.3,14.1,34.7,15.8,92,52.1,38.1,1
5d256b8a-e2dc-4ce1-9885-83050052df5a,37,135.5,112.9,74.2,46.1,53.1,1381.7,75.4,553.5,1.2,2.6,6646.6,33,150.3,126.9,35.9,163.7,44.3,2
5fc6c5c5-98dc-45de-bff7-a02a1e774d9d,223,327,139.6,46.8,45.5,92.9,403.9,579.4,60.9,56.4,7.3,369.9,9.2,74.5,17.9,96,58.6,27.2,1
d82b47cf-6df6-408a-9893-0ea534155319,259,241.2,75.3,31.7,35.3,16.1,1399.8,490.7,380.6,18.1,5.9,25637.7,23.5,25.1,89.6,16.6,104.6,39.8,1
